Id,Index,SubIndex,Access,Type,Length
602,3212,03,Read/Write,INTEGER8,8
603,3212,04,Read/Write,INTEGER8,8
604,321A,00,Read,UNSIGNED8,8
605,321A,01,Read/Write,UNSIGNED32,32
606,321A,02,Read/Write,UNSIGNED32,32
607,321A,03,Read/Write,UNSIGNED32,32
608,321A,04,Read/Write,UNSIGNED32,32
609,321B,00,Read,UNSIGNED8,8
610,321B,01,Read/Write,UNSIGNED32,32
611,321B,02,Read/Write,UNSIGNED32,32
612,321C,00,Read,UNSIGNED8,8
613,321C,01,Read/Write,UNSIGNED32,32
614,321C,02,Read/Write,UNSIGNED32,32
615,321D,00,Read,UNSIGNED8,8
616,321D,01,Read/Write,UNSIGNED32,32
617,321D,02,Read/Write,UNSIGNED32,32
618,321D,03,Read/Write,UNSIGNED32,32
619,321E,00,Read/Write,UNSIGNED32,32
620,3220,00,Read,UNSIGNED8,8
621,3220,01,Read,INTEGER16,16
622,3220,02,Read,INTEGER16,16
623,3221,00,Read/Write,INTEGER32,32
624,3240,00,Read,UNSIGNED8,8
625,3240,01,Read/Write,UNSIGNED32,32
626,3240,02,Read/Write,UNSIGNED32,32
627,3240,03,Read/Write,UNSIGNED32,32
628,3240,04,Read/Write,UNSIGNED32,32
629,3240,05,Read/Write,UNSIGNED32,32
630,3240,06,Read/Write,UNSIGNED32,32
631,3240,07,Read/Write,UNSIGNED32,32
632,3240,08,Read/Write,UNSIGNED32,32
633,3242,00,Read,UNSIGNED8,8
634,3242,01,Read/Write,UNSIGNED8,8
635,3242,02,Read/Write,UNSIGNED8,8
636,3242,03,Read/Write,UNSIGNED8,8
637,3242,04,Read/Write,UNSIGNED8,8
638,3242,05,Read/Write,UNSIGNED8,8
639,3242,06,Read/Write,UNSIGNED8,8
640,3242,07,Read/Write,UNSIGNED8,8
641,3242,08,Read/Write,UNSIGNED8,8
642,3242,09,Read/Write,UNSIGNED8,8
643,3242,0A,Read/Write,UNSIGNED8,8
644,3242,0B,Read/Write,UNSIGNED8,8
645,3242,0C,Read/Write,UNSIGNED8,8
646,3242,0D,Read/Write,UNSIGNED8,8
647,3242,0E,Read/Write,UNSIGNED8,8
648,3242,0F,Read/Write,UNSIGNED8,8
649,3242,10,Read/Write,UNSIGNED8,8
650,3242,11,Read/Write,UNSIGNED8,8
651,3242,12,Read/Write,UNSIGNED8,8
652,3242,13,Read/Write,UNSIGNED8,8
653,3242,14,Read/Write,UNSIGNED8,8
654,3242,15,Read/Write,UNSIGNED8,8
655,3242,16,Read/Write,UNSIGNED8,8
656,3242,17,Read/Write,UNSIGNED8,8
657,3242,18,Read/Write,UNSIGNED8,8
658,3242,19,Read/Write,UNSIGNED8,8
659,3242,1A,Read/Write,UNSIGNED8,8
660,3242,1B,Read/Write,UNSIGNED8,8
661,3242,1C,Read/Write,UNSIGNED8,8
662,3242,1D,Read/Write,UNSIGNED8,8
663,3242,1E,Read/Write,UNSIGNED8,8
664,3242,1F,Read/Write,UNSIGNED8,8
665,3242,20,Read/Write,UNSIGNED8,8
666,3243,00,Read,UNSIGNED8,8
667,3243,01,Read/Write,UNSIGNED32,32
668,3243,02,Read/Write,UNSIGNED32,32
669,3243,03,Read/Write,UNSIGNED32,32
670,3243,04,Read/Write,UNSIGNED32,32
671,3250,00,Read,UNSIGNED8,8
672,3250,01,Read/Write,UNSIGNED32,32
673,3250,02,Read/Write,UNSIGNED32,32
674,3250,03,Read/Write,UNSIGNED32,32
675,3250,04,Read/Write,UNSIGNED32,32
676,3250,05,Read/Write,UNSIGNED32,32
677,3250,06,Read/Write,UNSIGNED32,32
678,3250,07,Read/Write,UNSIGNED32,32
679,3250,08,Read/Write,UNSIGNED32,32
680,3250,09,Read/Write,UNSIGNED32,32
681,3252,00,Read,UNSIGNED8,8
682,3252,01,Read/Write,UNSIGNED16,16
683,3252,02,Read/Write,UNSIGNED16,16
684,3252,03,Read/Write,UNSIGNED16,16
685,3252,04,Read/Write,UNSIGNED16,16
686,3320,00,Read,UNSIGNED8,8
687,3320,01,Read,INTEGER32,32
688,3320,02,Read,INTEGER32,32
689,3321,00,Read,UNSIGNED8,8
690,3321,01,Read/Write,INTEGER16,16
691,3321,02,Read/Write,INTEGER16,16
692,3322,00,Read,UNSIGNED8,8
693,3322,01,Read/Write,INTEGER16,16
694,3322,02,Read/Write,INTEGER16,16
695,3323,00,Read,UNSIGNED8,8
696,3323,01,Read/Write,INTEGER16,16
697,3323,02,Read/Write,INTEGER16,16
698,3380,00,Read,UNSIGNED8,8
699,3380,01,Read/Write,UNSIGNED32,32
700,3380,02,Read/Write,UNSIGNED32,32
701,3380,03,Read/Write,UNSIGNED32,32
702,3380,04,Read/Write,UNSIGNED32,32
703,3380,05,Read/Write,UNSIGNED32,32
704,3390,00,Read,UNSIGNED8,8
705,3390,01,Read/Write,UNSIGNED16,16
706,3390,02,Read/Write,UNSIGNED16,16
707,3390,03,Read/Write,UNSIGNED16,16
708,3390,04,Read/Write,UNSIGNED16,16
709,3390,05,Read/Write,UNSIGNED16,16
710,3390,06,Read/Write,UNSIGNED16,16
711,3390,07,Read/Write,UNSIGNED16,16
712,3390,08,Read/Write,UNSIGNED16,16
713,3390,09,Read/Write,UNSIGNED16,16
714,3390,0A,Read/Write,UNSIGNED16,16
715,3390,0B,Read/Write,UNSIGNED16,16
716,3390,0C,Read/Write,UNSIGNED16,16
717,33A0,00,Read,UNSIGNED8,8
718,33A0,01,Read/Write,UNSIGNED16,16
719,33A0,02,Read/Write,UNSIGNED16,16
720,3502,00,Read/Write,UNSIGNED8,8
721,3502,01,Read/Write,UNSIGNED32,32
722,3502,02,Read/Write,UNSIGNED32,32
723,3502,03,Read/Write,UNSIGNED32,32
724,3502,04,Read/Write,UNSIGNED32,32
725,3502,05,Read/Write,UNSIGNED32,32
726,3502,06,Read/Write,UNSIGNED32,32
727,3502,07,Read/Write,UNSIGNED32,32
728,3502,08,Read/Write,UNSIGNED32,32
729,3502,09,Read/Write,UNSIGNED32,32
730,3502,0A,Read/Write,UNSIGNED32,32
731,3502,0B,Read/Write,UNSIGNED32,32
732,3502,0C,Read/Write,UNSIGNED32,32
733,3502,0D,Read/Write,UNSIGNED32,32
734,3502,0E,Read/Write,UNSIGNED32,32
735,3502,0F,Read/Write,UNSIGNED32,32
736,3502,10,Read/Write,UNSIGNED32,32
737,3602,00,Read/Write,UNSIGNED8,8
738,3602,01,Read/Write,UNSIGNED32,32
739,3602,02,Read/Write,UNSIGNED32,32
740,3602,03,Read/Write,UNSIGNED32,32
741,3602,04,Read/Write,UNSIGNED32,32
742,3602,05,Read/Write,UNSIGNED32,32
743,3602,06,Read/Write,UNSIGNED32,32
744,3602,07,Read/Write,UNSIGNED32,32
745,3602,08,Read/Write,UNSIGNED32,32
746,3602,09,Read/Write,UNSIGNED32,32
747,3602,0A,Read/Write,UNSIGNED32,32
748,3602,0B,Read/Write,UNSIGNED32,32
749,3602,0C,Read/Write,UNSIGNED32,32
750,3602,0D,Read/Write,UNSIGNED32,32
751,3602,0E,Read/Write,UNSIGNED32,32
752,3602,0F,Read/Write,UNSIGNED32,32
753,3602,10,Read/Write,UNSIGNED32,32
754,3700,00,Read/Write,INTEGER16,16
755,3701,00,Read/Write,INTEGER16,16
756,4012,00,Read,UNSIGNED8,8
757,4012,01,Read,UNSIGNED32,32
758,4013,00,Read,UNSIGNED8,8
759,4013,01,Read/Write,UNSIGNED32,32
760,4014,00,Read,UNSIGNED8,8
761,4014,01,Read,INTEGER32,32
762,4014,02,Read,INTEGER32,32
763,4014,03,Read,INTEGER32,32
764,4014,04,Read,INTEGER32,32
765,4014,05,Read,INTEGER32,32
766,4021,00,Read,UNSIGNED8,8
767,4021,01,Read/Write,UNSIGNED32,32
768,4021,02,Read/Write,UNSIGNED32,32
769,4021,03,Read/Write,UNSIGNED32,32
770,4040,00,Read,VISIBLE_STRING,0
771,4041,00,Read,0CTET_STRING,8
772,4042,00,Read,UNSIGNED8,8
773,4042,01,Read,UNSIGNED32,32
774,4042,02,Read,UNSIGNED32,32
775,4042,03,Read,UNSIGNED32,32
776,6007,00,Read/Write,INTEGER16,16
777,603F,00,Read,UNSIGNED16,16
778,6040,00,Read/Write,UNSIGNED16,16
779,6041,00,Read,UNSIGNED16,16
780,6042,00,Read/Write,INTEGER16,16
781,6043,00,Read,INTEGER16,16
782,6044,00,Read,INTEGER16,16
783,6046,00,Read,UNSIGNED8,8
784,6046,01,Read/Write,UNSIGNED32,32
785,6046,02,Read/Write,UNSIGNED32,32
786,6048,00,Read,UNSIGNED8,8
787,6048,01,Read/Write,UNSIGNED32,32
788,6048,02,Read/Write,UNSIGNED16,16
789,6049,00,Read,UNSIGNED8,8
790,6049,01,Read/Write,UNSIGNED32,32
791,6049,02,Read/Write,UNSIGNED16,16
792,604A,00,Read,UNSIGNED8,8
793,604A,01,Read/Write,UNSIGNED32,32
794,604A,02,Read/Write,UNSIGNED16,16
795,604C,00,Read,UNSIGNED8,8
796,604C,01,Read/Write,INTEGER32,32
797,604C,02,Read/Write,INTEGER32,32
798,605A,00,Read/Write,INTEGER16,16
799,605B,00,Read/Write,INTEGER16,16
800,605C,00,Read/Write,INTEGER16,16
801,605D,00,Read/Write,INTEGER16,16
802,605E,00,Read/Write,INTEGER16,16
803,6060,00,Read/Write,INTEGER8,8
804,6061,00,Read,INTEGER8,8
805,6062,00,Read,INTEGER32,32
806,6063,00,Read,INTEGER32,32
807,6064,00,Read,INTEGER32,32
808,6065,00,Read/Write,UNSIGNED32,32
809,6066,00,Read/Write,UNSIGNED16,16
810,6067,00,Read/Write,UNSIGNED32,32
811,6068,00,Read/Write,UNSIGNED16,16
812,606B,00,Read,INTEGER32,32
813,606C,00,Read,INTEGER32,32
814,606D,00,Read/Write,UNSIGNED16,16
815,606E,00,Read/Write,UNSIGNED16,16
816,606F,00,Read/Write,UNSIGNED16,16
817,6070,00,Read/Write,UNSIGNED16,16
818,6071,00,Read/Write,INTEGER16,16
819,6072,00,Read/Write,UNSIGNED16,16
820,6073,00,Read/Write,UNSIGNED16,16
821,6074,00,Read,INTEGER16,16
822,6075,00,Read/Write,UNSIGNED32,32
823,6077,00,Read,INTEGER16,16
824,607A,00,Read/Write,INTEGER32,32
825,607B,00,Read,UNSIGNED8,8
826,607B,01,Read/Write,INTEGER32,32
827,607B,02,Read/Write,INTEGER32,32
828,607C,00,Read/Write,INTEGER32,32
829,607D,00,Read,UNSIGNED8,8
830,607D,01,Read/Write,INTEGER32,32
831,607D,02,Read/Write,INTEGER32,32
832,607E,00,Read/Write,UNSIGNED8,8
833,607F,00,Read/Write,UNSIGNED32,32
834,6080,00,Read/Write,UNSIGNED32,32
835,6081,00,Read/Write,UNSIGNED32,32
836,6082,00,Read/Write,UNSIGNED32,32
837,6083,00,Read/Write,UNSIGNED32,32
838,6084,00,Read/Write,UNSIGNED32,32
839,6085,00,Read/Write,UNSIGNED32,32
840,6086,00,Read/Write,INTEGER16,16
841,6087,00,Read/Write,UNSIGNED32,32
842,608F,00,Read,UNSIGNED8,8
843,608F,01,Read/Write,INTEGER32,32
844,608F,02,Read/Write,INTEGER32,32
845,6090,00,Read,UNSIGNED8,8
846,6090,01,Read/Write,INTEGER32,32
847,6090,02,Read/Write,INTEGER32,32
848,6091,00,Read,UNSIGNED8,8
849,6091,01,Read/Write,UNSIGNED32,32
850,6091,02,Read/Write,UNSIGNED32,32
851,6092,00,Read,UNSIGNED8,8
852,6092,01,Read/Write,UNSIGNED32,32
853,6092,02,Read/Write,UNSIGNED32,32
854,6096,00,Read,UNSIGNED8,8
855,6096,01,Read/Write,UNSIGNED32,32
856,6096,02,Read/Write,UNSIGNED32,32
857,6097,00,Read,UNSIGNED8,8
858,6097,01,Read/Write,UNSIGNED32,32
859,6097,02,Read/Write,UNSIGNED32,32
860,6098,00,Read/Write,INTEGER8,8
861,6099,00,Read,UNSIGNED8,8
862,6099,01,Read/Write,UNSIGNED32,32
863,6099,02,Read/Write,UNSIGNED32,32
864,609A,00,Read/Write,UNSIGNED32,32
865,60A2,00,Read,UNSIGNED8,8
866,60A2,01,Read/Write,UNSIGNED32,32
867,60A2,02,Read/Write,UNSIGNED32,32
868,60A4,00,Read,UNSIGNED8,8
869,60A4,01,Read/Write,UNSIGNED32,32
870,60A4,02,Read/Write,UNSIGNED32,32
871,60A4,03,Read/Write,UNSIGNED32,32
872,60A4,04,Read/Write,UNSIGNED32,32
873,60A8,00,Read/Write,UNSIGNED32,32
874,60A9,00,Read/Write,UNSIGNED32,32
875,60B0,00,Read/Write,INTEGER32,32
876,60B1,00,Read/Write,INTEGER32,32
877,60B2,00,Read/Write,INTEGER16,16
878,60C1,00,Read,UNSIGNED8,8
879,60C1,01,Read/Write,INTEGER32,32
880,60C2,00,Read,UNSIGNED8,8
881,60C2,01,Read/Write,UNSIGNED8,8
882,60C2,02,Read/Write,INTEGER8,8
883,60C4,00,Read,UNSIGNED8,8
884,60C4,01,Read,UNSIGNED32,32
885,60C4,02,Read/Write,UNSIGNED32,32
886,60C4,03,Read/Write,UNSIGNED8,8
887,60C4,04,Read/Write,UNSIGNED16,16
888,60C4,05,Write,UNSIGNED8,8
889,60C4,06,Write,UNSIGNED8,8
890,60C5,00,Read/Write,UNSIGNED32,32
891,60C6,00,Read/Write,UNSIGNED32,32
892,60E4,00,Read,UNSIGNED8,8
893,60E4,01,Read,INTEGER32,32
894,60E4,02,Read,INTEGER32,32
895,60E4,03,Read,INTEGER32,32
896,60E5,00,Read,UNSIGNED8,8
897,60E5,01,Read,INTEGER32,32
898,60E5,02,Read,INTEGER32,32
899,60E5,03,Read,INTEGER32,32
900,60E6,00,Read,UNSIGNED8,8
901,60E6,01,Read/Write,INTEGER32,32
902,60E6,02,Read/Write,INTEGER32,32
903,60E6,03,Read/Write,INTEGER32,32
904,60E8,00,Read,UNSIGNED8,8
905,60E8,01,Read/Write,UNSIGNED32,32
906,60E8,02,Read/Write,UNSIGNED32,32
907,60E8,03,Read/Write,UNSIGNED32,32
908,60E9,00,Read,UNSIGNED8,8
909,60E9,01,Read/Write,UNSIGNED32,32
910,60E9,02,Read/Write,UNSIGNED32,32
911,60E9,03,Read/Write,UNSIGNED32,32
912,60EB,00,Read,UNSIGNED8,8
913,60EB,01,Read/Write,UNSIGNED32,32
914,60EB,02,Read/Write,UNSIGNED32,32
915,60EB,03,Read/Write,UNSIGNED32,32
916,60ED,00,Read,UNSIGNED8,8
917,60ED,01,Read/Write,UNSIGNED32,32
918,60ED,02,Read/Write,UNSIGNED32,32
919,60ED,03,Read/Write,UNSIGNED32,32
920,60EE,00,Read,UNSIGNED8,8
921,60EE,01,Read/Write,UNSIGNED32,32
922,60EE,02,Read/Write,UNSIGNED32,32
923,60EE,03,Read/Write,UNSIGNED32,32
924,60F2,00,Read/Write,UNSIGNED16,16
925,60F4,00,Read,INTEGER32,32
926,60F8,00,Read/Write,INTEGER32,32
927,60FA,00,Read,INTEGER32,32
928,60FC,00,Read,INTEGER32,32
929,60FD,00,Read,UNSIGNED32,32
930,60FE,00,Read,UNSIGNED8,8
931,60FE,01,Read/Write,UNSIGNED32,32
932,60FF,00,Read/Write,INTEGER32,32
933,6502,00,Read,UNSIGNED32,32
934,6503,00,Read,VISIBLE_STRING,0
935,6505,00,Read,VISIBLE_STRING,0
